"model_id","engine","arma_p","arma_q","garch_p","garch_q","volatility_family","distribution","convergence","parameter_valid","aic","bic","residual_ljung_box_p","squared_residual_ljung_box_p","pit_ks_p","diagnostics_passed","rejection_reason","runtime_seconds","rank","selected","asset"
"arma32_sgarch12_ged","rugarch",3,2,1,2,"sGARCH","ged",TRUE,TRUE,-4.97528729316136,-4.93251988901168,0.0370723350681015,0.246946052387512,0.0332257867137547,TRUE,"",0.799999999999955,242,FALSE,"^FTSE"
"arma32_sgarch12_sged","rugarch",3,2,1,2,"sGARCH","sged",TRUE,TRUE,-5.01578029807872,-4.96912494809725,7.8569105841475e-05,0.0950661215458393,0.380875311600107,FALSE,"residual_autocorrelation",1.34000000000003,,FALSE,"^FTSE"
"arma32_egarch12_norm","rugarch",3,2,1,2,"eGARCH","norm",TRUE,TRUE,-4.97039269569063,-4.92762529154095,0.00791770178083839,0.706255509392015,0.00171024485754411,FALSE,"residual_autocorrelation;pit_nonuniform",0.519999999999982,,FALSE,"^FTSE"
"arma32_egarch12_std","rugarch",3,2,1,2,"eGARCH","std",TRUE,TRUE,-5.03548720213085,-4.98883185214938,0.0319305066338368,0.0938847834078866,0.120861532413409,TRUE,"",0.889999999999986,103,FALSE,"^FTSE"
"arma32_egarch12_sstd","rugarch",3,2,1,2,"eGARCH","sstd",TRUE,TRUE,-5.06092920752335,-5.01038591171009,0.00938535746267966,0.0580061531111948,0.921003167559636,FALSE,"residual_autocorrelation",1.14000000000004,,FALSE,"^FTSE"
"arma32_egarch12_ged","rugarch",3,2,1,2,"eGARCH","ged",TRUE,TRUE,-5.01451054840296,-4.96785519842149,0.0323732031231427,0.569468642036874,0.154327540261433,TRUE,"",1.21999999999997,165,FALSE,"^FTSE"
"arma32_egarch12_sged","rugarch",3,2,1,2,"eGARCH","sged",TRUE,TRUE,-5.05396122824795,-5.00341793243469,0.0126669973410377,0.487204388334275,0.701759043066234,TRUE,"",3.28000000000003,60,FALSE,"^FTSE"
"arma32_gjrgarch12_norm","rugarch",3,2,1,2,"gjrGARCH","norm",TRUE,TRUE,-4.95302202795336,-4.91025462380368,0.0623904659703604,0.46135962030905,0.00555227077986997,FALSE,"pit_nonuniform",0.589999999999975,,FALSE,"^FTSE"
"arma32_gjrgarch12_std","rugarch",3,2,1,2,"gjrGARCH","std",TRUE,TRUE,-5.02346036844045,-4.97680501845898,0.0771158926267249,0.561846333732039,0.272974089814414,TRUE,"",0.910000000000025,143,FALSE,"^FTSE"
"arma32_gjrgarch12_sstd","rugarch",3,2,1,2,"gjrGARCH","sstd",TRUE,TRUE,-5.04849535310641,-4.99795205729315,0.00310280241445871,0.102088243862374,0.696983107979584,FALSE,"residual_autocorrelation",1.26999999999998,,FALSE,"^FTSE"
"arma32_gjrgarch12_ged","rugarch",3,2,1,2,"gjrGARCH","ged",TRUE,TRUE,-5.00506190210632,-4.95840655212485,0.0602214941747319,0.562970074350546,0.10020261814743,TRUE,"",1.43000000000001,204,FALSE,"^FTSE"
"arma32_gjrgarch12_sged","rugarch",3,2,1,2,"gjrGARCH","sged",TRUE,TRUE,-5.03803492534666,-4.9874916295334,0.0257854099861974,0.658588197534738,0.452553768858758,TRUE,"",2.5,107,FALSE,"^FTSE"
"arma32_sgarch21_norm","rugarch",3,2,2,1,"sGARCH","norm",TRUE,TRUE,-4.8947278188051,-4.85584836048721,0.166103271057692,0.541985063439031,0.00101253865182487,FALSE,"pit_nonuniform",0.300000000000011,,FALSE,"^FTSE"
"arma32_sgarch21_std","rugarch",3,2,2,1,"sGARCH","std",TRUE,TRUE,-4.99918669017627,-4.95641928602659,0.0397453090395219,0.0532306167187317,0.0624512187031632,TRUE,"",0.439999999999998,212,FALSE,"^FTSE"
"arma32_sgarch21_sstd","rugarch",3,2,2,1,"sGARCH","sstd",TRUE,TRUE,-5.0289980734581,-4.98234272347663,7.56278982179115e-05,0.0234355434946962,0.464574874554095,FALSE,"residual_autocorrelation",0.649999999999977,,FALSE,"^FTSE"
"arma32_sgarch21_ged","rugarch",3,2,2,1,"sGARCH","ged",TRUE,TRUE,-4.97519787936705,-4.93243047521737,0.0445495567415425,0.279011252667972,0.0304823418695734,TRUE,"",0.860000000000014,243,FALSE,"^FTSE"
"arma32_sgarch21_sged","rugarch",3,2,2,1,"sGARCH","sged",TRUE,TRUE,-5.01547321706035,-4.96881786707888,0.000132286827562722,0.0954296825157064,0.160756234876237,FALSE,"residual_autocorrelation",1.38999999999999,,FALSE,"^FTSE"
"arma32_egarch21_norm","rugarch",3,2,2,1,"eGARCH","norm",TRUE,TRUE,-4.98007048925251,-4.93341513927104,0.0147694603295765,0.450385991974752,0.00205727556556402,FALSE,"pit_nonuniform",0.53000000000003,,FALSE,"^FTSE"
"arma32_egarch21_std","rugarch",3,2,2,1,"eGARCH","std",TRUE,TRUE,-5.04557765937421,-4.99503436356096,0.0152107524500391,0.00154318861725555,0.183179794307795,FALSE,"remaining_arch",0.989999999999952,,FALSE,"^FTSE"
"arma32_egarch21_sstd","rugarch",3,2,2,1,"eGARCH","sstd",TRUE,TRUE,-5.072171276453,-5.01774003480796,0.00435741037473647,0.000493617004895808,0.837943946739979,FALSE,"residual_autocorrelation;remaining_arch",1.30000000000001,,FALSE,"^FTSE"
"arma32_egarch21_ged","rugarch",3,2,2,1,"eGARCH","ged",TRUE,TRUE,-5.02475801026847,-4.97421471445522,0.0158144157313267,0.0468268637967993,0.159218759586439,TRUE,"",1.71000000000004,148,FALSE,"^FTSE"
"arma32_egarch21_sged","rugarch",3,2,2,1,"eGARCH","sged",TRUE,TRUE,-5.06111030902648,-5.00667906738143,0.00885903483738426,0.0047764034347314,0.478105854043418,FALSE,"residual_autocorrelation;remaining_arch",3.46999999999997,,FALSE,"^FTSE"
"arma32_gjrgarch21_norm","rugarch",3,2,2,1,"gjrGARCH","norm",TRUE,TRUE,-4.95145816777786,-4.90480281779639,0.0626388327615193,0.466791099039248,0.00544836102650126,FALSE,"pit_nonuniform",1.10000000000002,,FALSE,"^FTSE"
"arma32_gjrgarch21_std","rugarch",3,2,2,1,"gjrGARCH","std",TRUE,TRUE,-5.02289376373878,-4.97235046792552,0.0697234664102244,0.382523993689571,0.240318141023013,TRUE,"",1.83999999999997,154,FALSE,"^FTSE"
"arma32_gjrgarch21_sstd","rugarch",3,2,2,1,"gjrGARCH","sstd",TRUE,TRUE,-5.04959801997633,-4.99516677833129,0.00414930159041971,0.0262685956935015,0.778761088671313,FALSE,"residual_autocorrelation",1.75,,FALSE,"^FTSE"
"arma32_gjrgarch21_ged","rugarch",3,2,2,1,"gjrGARCH","ged",TRUE,TRUE,-5.00383576944425,-4.95329247363099,0.0574293875739358,0.520299122232518,0.110719137476868,TRUE,"",2.58000000000004,216,FALSE,"^FTSE"
"arma32_gjrgarch21_sged","rugarch",3,2,2,1,"gjrGARCH","sged",TRUE,TRUE,-5.03722821948175,-4.98279697783671,0.0128234340609574,0.524516859269257,0.441151626091028,TRUE,"",4.57999999999993,124,FALSE,"^FTSE"
"arma00_sgarch11_norm","rugarch",0,0,1,1,"sGARCH","norm",TRUE,TRUE,-4.84304614662692,-4.82749436329976,0.355622369907717,0.720737363456126,0.00450512826044209,FALSE,"pit_nonuniform",0.110000000000014,,FALSE,"^GSPC"
"arma00_sgarch11_std","rugarch",0,0,1,1,"sGARCH","std",TRUE,TRUE,-4.89168754777951,-4.87224781862057,0.350678121685718,0.495090503714994,0.0952345568343743,TRUE,"",0.219999999999914,306,FALSE,"^GSPC"
"arma00_sgarch11_sstd","rugarch",0,0,1,1,"sGARCH","sstd",TRUE,TRUE,-4.91093979402476,-4.88761211903402,0.389201341639514,0.497212683811905,0.0615091326028253,TRUE,"",0.280000000000086,266,FALSE,"^GSPC"
"arma00_sgarch11_ged","rugarch",0,0,1,1,"sGARCH","ged",TRUE,TRUE,-4.88320913562928,-4.86376940647034,0.342444039615506,0.631202796013765,0.0930264333982264,TRUE,"",0.409999999999968,339,FALSE,"^GSPC"
"arma00_sgarch11_sged","rugarch",0,0,1,1,"sGARCH","sged",TRUE,TRUE,-4.90662204821661,-4.88329437322587,0.387155318532239,0.554693874512759,0.0130204390072629,TRUE,"",0.75,282,FALSE,"^GSPC"
"arma00_egarch11_norm","rugarch",0,0,1,1,"eGARCH","norm",TRUE,TRUE,-4.90667176387144,-4.8872320347125,0.27114501200348,0.737218506965228,0.0023201068297999,FALSE,"pit_nonuniform",0.230000000000018,,FALSE,"^GSPC"
"arma00_egarch11_std","rugarch",0,0,1,1,"eGARCH","std",TRUE,TRUE,-4.9410368388895,-4.91770916389876,0.212954356413889,0.526693235792433,0.212898655756756,TRUE,"",0.399999999999977,147,FALSE,"^GSPC"
"arma00_egarch11_sstd","rugarch",0,0,1,1,"eGARCH","sstd",TRUE,TRUE,-4.98247784367366,-4.95526222285114,0.281658049929964,0.491812338320323,0.901315274695172,TRUE,"",0.600000000000023,30,FALSE,"^GSPC"
"arma00_egarch11_ged","rugarch",0,0,1,1,"eGARCH","ged",TRUE,TRUE,-4.92898722110484,-4.90565954611411,0.205290584727189,0.704065121157527,0.0764763735386261,TRUE,"",0.439999999999941,177,FALSE,"^GSPC"
"arma00_egarch11_sged","rugarch",0,0,1,1,"eGARCH","sged",TRUE,TRUE,-4.97607696725907,-4.94886134643655,0.28644418206788,0.570500845839172,0.69285024174979,TRUE,"",1.49000000000001,60,FALSE,"^GSPC"
"arma00_gjrgarch11_norm","rugarch",0,0,1,1,"gjrGARCH","norm",TRUE,TRUE,-4.88837416833681,-4.86893443917786,0.301286362519896,0.769897026765161,0.00282178581921549,FALSE,"pit_nonuniform",0.32000000000005,,FALSE,"^GSPC"
"arma00_gjrgarch11_std","rugarch",0,0,1,1,"gjrGARCH","std",TRUE,TRUE,-4.92909990325916,-4.90577222826843,0.238913125937253,0.804949604748691,0.249015691422069,TRUE,"",0.379999999999995,176,FALSE,"^GSPC"
"arma00_gjrgarch11_sstd","rugarch",0,0,1,1,"gjrGARCH","sstd",TRUE,TRUE,-4.96816592512882,-4.9409503043063,0.30227148177953,0.775459366327487,0.510048138726698,TRUE,"",0.549999999999955,97,FALSE,"^GSPC"
"arma00_gjrgarch11_ged","rugarch",0,0,1,1,"gjrGARCH","ged",TRUE,TRUE,-4.9175129695876,-4.89418529459687,0.227223109869986,0.806221513707325,0.16177560477184,TRUE,"",0.649999999999977,239,FALSE,"^GSPC"
"arma00_gjrgarch11_sged","rugarch",0,0,1,1,"gjrGARCH","sged",TRUE,TRUE,-4.96211629071383,-4.93490066989131,0.305907091174238,0.781283471454112,0.302688959251509,TRUE,"",1.30000000000007,124,FALSE,"^GSPC"
"arma00_sgarch12_norm","rugarch",0,0,1,2,"sGARCH","norm",TRUE,TRUE,-4.84362813022764,-4.82418840106869,0.343992963011062,0.760675023053355,0.00506467026856582,FALSE,"pit_nonuniform",0.159999999999968,,FALSE,"^GSPC"
"arma00_sgarch12_std","rugarch",0,0,1,2,"sGARCH","std",TRUE,TRUE,-4.89190924655628,-4.86858157156554,0.338921563795291,0.595870233209029,0.111455796627741,TRUE,"",0.25,316,FALSE,"^GSPC"
"arma00_sgarch12_sstd","rugarch",0,0,1,2,"sGARCH","sstd",TRUE,TRUE,-4.91226646961872,-4.88505084879619,0.373953189337452,0.606268262034429,0.0433647034850882,TRUE,"",0.460000000000036,277,FALSE,"^GSPC"
"arma00_sgarch12_ged","rugarch",0,0,1,2,"sGARCH","ged",TRUE,TRUE,-4.88324275020675,-4.85991507521602,0.331823703809704,0.696905510483212,0.127585948656599,TRUE,"",0.329999999999927,355,FALSE,"^GSPC"
"arma00_sgarch12_sged","rugarch",0,0,1,2,"sGARCH","sged",TRUE,TRUE,-4.90772939356249,-4.88051377273997,0.371644006517124,0.644045103351882,0.0099513410510143,FALSE,"pit_nonuniform",0.800000000000068,,FALSE,"^GSPC"
"arma00_egarch12_norm","rugarch",0,0,1,2,"eGARCH","norm",TRUE,TRUE,-4.90871769727221,-4.88539002228148,0.289054630959735,0.854418236456757,0.00148002653332389,FALSE,"pit_nonuniform",0.189999999999941,,FALSE,"^GSPC"
"arma00_egarch12_std","rugarch",0,0,1,2,"eGARCH","std",TRUE,TRUE,-4.94258960576207,-4.91537398493955,0.22392822229991,0.64494631561783,0.16604154286959,TRUE,"",0.400000000000091,152,FALSE,"^GSPC"
"arma00_egarch12_sstd","rugarch",0,0,1,2,"eGARCH","sstd",TRUE,TRUE,-4.9866449022493,-4.95554133559499,0.311636839131359,0.645903620437925,0.932597148862804,TRUE,"",0.659999999999968,26,FALSE,"^GSPC"
"arma00_egarch12_ged","rugarch",0,0,1,2,"eGARCH","ged",TRUE,TRUE,-4.93019200961094,-4.90297638878842,0.216922370737974,0.823465843055313,0.0650598378186236,TRUE,"",0.730000000000018,191,FALSE,"^GSPC"
"arma00_egarch12_sged","rugarch",0,0,1,2,"eGARCH","sged",TRUE,TRUE,-4.98015979376606,-4.94905622711175,0.315262919252052,0.725522774510529,0.724297957137862,TRUE,"",1.43999999999994,58,FALSE,"^GSPC"
"arma00_gjrgarch12_norm","rugarch",0,0,1,2,"gjrGARCH","norm",TRUE,TRUE,-4.89067008030424,-4.86734240531351,0.322973427316087,0.802702604898053,0.00421892366243257,FALSE,"pit_nonuniform",0.350000000000023,,FALSE,"^GSPC"
"arma00_gjrgarch12_std","rugarch",0,0,1,2,"gjrGARCH","std",TRUE,TRUE,-4.93056407745949,-4.90334845663697,0.251416997100966,0.842042617697266,0.223543526853673,TRUE,"",0.5,187,FALSE,"^GSPC"
"arma00_gjrgarch12_sstd","rugarch",0,0,1,2,"gjrGARCH","sstd",TRUE,TRUE,-4.97266424722972,-4.9415606805754,0.334667531951647,0.810282890539349,0.494796706936594,TRUE,"",0.590000000000032,94,FALSE,"^GSPC"
"arma00_gjrgarch12_ged","rugarch",0,0,1,2,"gjrGARCH","ged",TRUE,TRUE,-4.9188344537043,-4.89161883288177,0.239981086400887,0.839678880399972,0.114729229587643,TRUE,"",0.730000000000018,247,FALSE,"^GSPC"
"arma00_gjrgarch12_sged","rugarch",0,0,1,2,"gjrGARCH","sged",TRUE,TRUE,-4.96652743683315,-4.93542387017884,0.336571834918404,0.816441265737933,0.271926845140408,TRUE,"",1.21999999999991,120,FALSE,"^GSPC"
"arma00_sgarch21_norm","rugarch",0,0,2,1,"sGARCH","norm",TRUE,TRUE,-4.84213359565456,-4.82269386649562,0.354025846333994,0.718916460481666,0.00458398274831534,FALSE,"pit_nonuniform",0.110000000000014,,FALSE,"^GSPC"
"arma00_sgarch21_std","rugarch",0,0,2,1,"sGARCH","std",TRUE,TRUE,-4.89056858095606,-4.86724090596533,0.349599618807684,0.495918463127575,0.0917403058416511,TRUE,"",0.220000000000027,322,FALSE,"^GSPC"
"arma00_sgarch21_sstd","rugarch",0,0,2,1,"sGARCH","sstd",TRUE,TRUE,-4.90978906458464,-4.88257344376211,0.388176758685726,0.495388381386453,0.0601188428640591,TRUE,"",0.340000000000032,287,FALSE,"^GSPC"
"arma00_sgarch21_ged","rugarch",0,0,2,1,"sGARCH","ged",TRUE,TRUE,-4.88211696056557,-4.85878928557484,0.341234949527114,0.630543163699435,0.091499649198685,TRUE,"",0.5,363,FALSE,"^GSPC"
"arma00_sgarch21_sged","rugarch",0,0,2,1,"sGARCH","sged",TRUE,TRUE,-4.90545940550005,-4.87824378467753,0.386050194986272,0.552734244554555,0.0128481873508884,TRUE,"",0.769999999999982,296,FALSE,"^GSPC"
"arma00_egarch21_norm","rugarch",0,0,2,1,"eGARCH","norm",TRUE,TRUE,-4.91430571289464,-4.88709009207212,0.336312829894761,0.776877057903451,0.00131145112215575,FALSE,"pit_nonuniform",0.329999999999927,,FALSE,"^GSPC"
"arma00_egarch21_std","rugarch",0,0,2,1,"eGARCH","std",TRUE,TRUE,-4.94518181095706,-4.91407824430275,0.23428713080787,0.425539824309029,0.118521433186453,TRUE,"",0.510000000000105,154,FALSE,"^GSPC"
"arma00_egarch21_sstd","rugarch",0,0,2,1,"eGARCH","sstd",TRUE,TRUE,-4.99181803706155,-4.95682652457545,0.342004298929738,0.396421360242747,0.93082247519951,TRUE,"",0.819999999999936,22,FALSE,"^GSPC"
"arma00_egarch21_ged","rugarch",0,0,2,1,"eGARCH","ged",TRUE,TRUE,-4.93326003985862,-4.90215647320431,0.239391375188791,0.710173778947636,0.0554490634736475,TRUE,"",0.840000000000032,195,FALSE,"^GSPC"
"arma00_egarch21_sged","rugarch",0,0,2,1,"eGARCH","sged",TRUE,TRUE,-4.98595093909069,-4.95095942660459,0.356551558340214,0.501621304655286,0.774009309946345,TRUE,"",1.63999999999999,47,FALSE,"^GSPC"
"arma00_gjrgarch21_norm","rugarch",0,0,2,1,"gjrGARCH","norm",TRUE,TRUE,-4.89445595230136,-4.86724033147884,0.373075830454227,0.72538492906821,0.00813772555738625,FALSE,"pit_nonuniform",0.419999999999959,,FALSE,"^GSPC"
"arma00_gjrgarch21_std","rugarch",0,0,2,1,"gjrGARCH","std",TRUE,TRUE,-4.93326674329939,-4.90216317664508,0.29730233899765,0.732764355720529,0.197353247326531,TRUE,"",0.629999999999995,194,FALSE,"^GSPC"
"arma00_gjrgarch21_sstd","rugarch",0,0,2,1,"gjrGARCH","sstd",TRUE,TRUE,-4.97785243362286,-4.94286092113676,0.400466299338063,0.633758687998782,0.418680154262191,TRUE,"",0.970000000000027,85,FALSE,"^GSPC"
"arma00_gjrgarch21_ged","rugarch",0,0,2,1,"gjrGARCH","ged",TRUE,TRUE,-4.92102956284047,-4.88992599618616,0.280957991671657,0.749021208354119,0.0987628702001226,TRUE,"",1.12,253,FALSE,"^GSPC"
"arma00_gjrgarch21_sged","rugarch",0,0,2,1,"gjrGARCH","sged",TRUE,TRUE,-4.9713434070956,-4.93635189460949,0.394608993151516,0.641413272099817,0.208747227362097,TRUE,"",1.74000000000001,117,FALSE,"^GSPC"
"arma01_sgarch11_norm","rugarch",0,1,1,1,"sGARCH","norm",TRUE,TRUE,-4.84816884457861,-4.82872911541966,0.579730836234747,0.738869095386384,0.00202427711789473,FALSE,"pit_nonuniform",0.169999999999959,,FALSE,"^GSPC"
"arma01_sgarch11_std","rugarch",0,1,1,1,"sGARCH","std",TRUE,TRUE,-4.89943547858606,-4.87610780359533,0.454292479636906,0.514351953040455,0.0391041087974043,TRUE,"",0.25,303,FALSE,"^GSPC"
"arma01_sgarch11_sstd","rugarch",0,1,1,1,"sGARCH","sstd",TRUE,TRUE,-4.93779410214184,-4.91057848131931,0.00235380985443612,0.509251399028892,0.0192969050789898,FALSE,"residual_autocorrelation",0.259999999999991,,FALSE,"^GSPC"
"arma01_sgarch11_ged","rugarch",0,1,1,1,"sGARCH","ged",TRUE,TRUE,-4.88763969671168,-4.86431202172094,0.573814606231576,0.658545547980574,0.04509456655792,TRUE,"",0.420000000000073,336,FALSE,"^GSPC"
"arma01_sgarch11_sged","rugarch",0,1,1,1,"sGARCH","sged",TRUE,TRUE,-4.93150779092133,-4.90429217009881,0.00308550513619854,0.565093911758088,0.00241698627536245,FALSE,"residual_autocorrelation;pit_nonuniform",0.789999999999964,,FALSE,"^GSPC"
"arma01_egarch11_norm","rugarch",0,1,1,1,"eGARCH","norm",TRUE,TRUE,-4.90882997730293,-4.8855023023122,0.615053372968095,0.744513133591987,0.00169210579821647,FALSE,"pit_nonuniform",0.200000000000045,,FALSE,"^GSPC"
"arma01_egarch11_std","rugarch",0,1,1,1,"eGARCH","std",TRUE,TRUE,-4.94496338568932,-4.9177477648668,0.560668646561342,0.577917761638884,0.078926283333749,TRUE,"",0.339999999999918,146,FALSE,"^GSPC"
"arma01_egarch11_sstd","rugarch",0,1,1,1,"eGARCH","sstd",TRUE,TRUE,-4.9945593509343,-4.96345578427999,0.364948680886133,0.558757977137622,0.685940931092536,TRUE,"",0.720000000000027,4,FALSE,"^GSPC"
"arma01_egarch11_ged","rugarch",0,1,1,1,"eGARCH","ged",TRUE,TRUE,-4.93085137045236,-4.90363574962984,0.533354462111498,0.723185020269224,0.0532570284699883,TRUE,"",0.690000000000055,185,FALSE,"^GSPC"
"arma01_egarch11_sged","rugarch",0,1,1,1,"eGARCH","sged",TRUE,TRUE,-4.98733541902683,-4.95623185237252,0.400403535894831,0.618288949500954,0.39830255523319,TRUE,"",1.66999999999996,23,FALSE,"^GSPC"
"arma01_gjrgarch11_norm","rugarch",0,1,1,1,"gjrGARCH","norm",TRUE,TRUE,-4.88932117378834,-4.8659934987976,0.622821734066129,0.770899148323832,0.00379532883308152,FALSE,"pit_nonuniform",0.279999999999973,,FALSE,"^GSPC"
"arma01_gjrgarch11_std","rugarch",0,1,1,1,"gjrGARCH","std",TRUE,TRUE,-4.93269364132334,-4.90547802050081,0.596455905454183,0.810413960277759,0.098615883942922,TRUE,"",0.470000000000027,178,FALSE,"^GSPC"
"arma01_gjrgarch11_sstd","rugarch",0,1,1,1,"gjrGARCH","sstd",TRUE,TRUE,-4.98142951724765,-4.95032595059334,0.349027647286972,0.802431565111087,0.371688318571618,TRUE,"",0.669999999999959,51,FALSE,"^GSPC"
"arma01_gjrgarch11_ged","rugarch",0,1,1,1,"gjrGARCH","ged",TRUE,TRUE,-4.91864335417309,-4.89142773335057,0.536118061410075,0.804826658481774,0.120558307299071,TRUE,"",0.850000000000023,248,FALSE,"^GSPC"
"arma01_gjrgarch11_sged","rugarch",0,1,1,1,"gjrGARCH","sged",TRUE,TRUE,-4.97432571987026,-4.94322215321594,0.374362368836524,0.804389532446706,0.145839778112107,TRUE,"",1.18000000000006,82,FALSE,"^GSPC"
"arma01_sgarch12_norm","rugarch",0,1,1,2,"sGARCH","norm",TRUE,TRUE,-4.84783225197743,-4.8245045769867,0.57094538235581,0.748737434880207,0.0030507351151472,FALSE,"pit_nonuniform",0.189999999999941,,FALSE,"^GSPC"
"arma01_sgarch12_std","rugarch",0,1,1,2,"sGARCH","std",TRUE,TRUE,-4.89914474260934,-4.87192912178681,0.451858044771838,0.574758092247712,0.0504521893597447,TRUE,"",0.240000000000009,309,FALSE,"^GSPC"
"arma01_sgarch12_sstd","rugarch",0,1,1,2,"sGARCH","sstd",TRUE,TRUE,-4.9378521790443,-4.90674861238998,0.00376552072770386,0.561636483948653,0.018937556886453,FALSE,"residual_autocorrelation",0.389999999999986,,FALSE,"^GSPC"
"arma01_sgarch12_ged","rugarch",0,1,1,2,"sGARCH","ged",TRUE,TRUE,-4.88725585840331,-4.86004023758079,0.556402280040529,0.687941492962947,0.0532863884248539,TRUE,"",0.480000000000018,354,FALSE,"^GSPC"
"arma01_sgarch12_sged","rugarch",0,1,1,2,"sGARCH","sged",TRUE,TRUE,-4.93159321202991,-4.9004896453756,0.00512265527627054,0.595888687907311,0.00257328422223366,FALSE,"residual_autocorrelation;pit_nonuniform",1.02999999999997,,FALSE,"^GSPC"
"arma01_egarch12_norm","rugarch",0,1,1,2,"eGARCH","norm",TRUE,TRUE,-4.91112464830437,-4.88390902748185,0.611861867191856,0.82603570465967,0.00125948298633443,FALSE,"pit_nonuniform",0.330000000000041,,FALSE,"^GSPC"
"arma01_egarch12_std","rugarch",0,1,1,2,"eGARCH","std",TRUE,TRUE,-4.94682871635138,-4.91572514969706,0.55480959162479,0.654125766306192,0.0547233984167395,TRUE,"",0.480000000000018,151,FALSE,"^GSPC"
"arma01_egarch12_sstd","rugarch",0,1,1,2,"eGARCH","sstd",TRUE,TRUE,-4.99779294144591,-4.96280142895981,0.406564148385298,0.612371297366328,0.688425616077651,TRUE,"",0.850000000000023,6,FALSE,"^GSPC"
"arma01_egarch12_ged","rugarch",0,1,1,2,"eGARCH","ged",TRUE,TRUE,-4.93230895260262,-4.90120538594831,0.537507301864108,0.80705807004767,0.0455379542090339,TRUE,"",0.969999999999914,204,FALSE,"^GSPC"
"arma01_egarch12_sged","rugarch",0,1,1,2,"eGARCH","sged",TRUE,TRUE,-4.99052987766916,-4.95553836518306,0.437031703133489,0.667818997409358,0.424079113593539,TRUE,"",1.97000000000003,27,FALSE,"^GSPC"
"arma01_gjrgarch12_norm","rugarch",0,1,1,2,"gjrGARCH","norm",TRUE,TRUE,-4.89160097782672,-4.86438535700419,0.625956874871743,0.787282798376595,0.00533116431023752,FALSE,"pit_nonuniform",0.360000000000014,,FALSE,"^GSPC"
"arma01_gjrgarch12_std","rugarch",0,1,1,2,"gjrGARCH","std",TRUE,TRUE,-4.93403671404761,-4.9029331473933,0.594314463916742,0.823892526362795,0.152202404118106,TRUE,"",0.529999999999973,192,FALSE,"^GSPC"
"arma01_gjrgarch12_sstd","rugarch",0,1,1,2,"gjrGARCH","sstd",TRUE,TRUE,-4.9840359359741,-4.949044423488,0.412787116132201,0.796888877986441,0.348371372219939,TRUE,"",0.700000000000045,59,FALSE,"^GSPC"
"arma01_gjrgarch12_ged","rugarch",0,1,1,2,"gjrGARCH","ged",TRUE,TRUE,-4.91996832830436,-4.88886476165005,0.539804255628778,0.822480220396932,0.0792399335013108,TRUE,"",0.809999999999945,258,FALSE,"^GSPC"
"arma01_gjrgarch12_sged","rugarch",0,1,1,2,"gjrGARCH","sged",TRUE,TRUE,-4.9770326166413,-4.9420411041552,0.441465834990804,0.79975976283497,0.156703514093362,TRUE,"",1.53000000000009,92,FALSE,"^GSPC"
"arma01_sgarch21_norm","rugarch",0,1,2,1,"sGARCH","norm",TRUE,TRUE,-4.84730211084329,-4.82397443585255,0.577986062855513,0.737288159092789,0.00196183359071044,FALSE,"pit_nonuniform",0.129999999999995,,FALSE,"^GSPC"
"arma01_sgarch21_std","rugarch",0,1,2,1,"sGARCH","std",TRUE,TRUE,-4.89831271096236,-4.87109709013983,0.454163694934424,0.515108574390921,0.0379244703702923,TRUE,"",0.199999999999932,313,FALSE,"^GSPC"
"arma01_sgarch21_sstd","rugarch",0,1,2,1,"sGARCH","sstd",TRUE,TRUE,-4.93662709767686,-4.90552353102255,0.00234454462649381,0.506733364607234,0.0191558325424691,FALSE,"residual_autocorrelation",0.389999999999986,,FALSE,"^GSPC"
"arma01_sgarch21_ged","rugarch",0,1,2,1,"sGARCH","ged",TRUE,TRUE,-4.88656585565183,-4.8593502348293,0.57302318848861,0.657975316280496,0.0445553389673052,TRUE,"",0.629999999999995,361,FALSE,"^GSPC"
"arma01_sgarch21_sged","rugarch",0,1,2,1,"sGARCH","sged",TRUE,TRUE,-4.93034172696105,-4.89923816030674,0.00306909730609883,0.562655186118314,0.00240354702806315,FALSE,"residual_autocorrelation;pit_nonuniform",0.930000000000064,,FALSE,"^GSPC"
"arma01_egarch21_norm","rugarch",0,1,2,1,"eGARCH","norm",TRUE,TRUE,-4.92465180093686,-4.89354823428255,0.362763898934578,0.706539604329901,0.00648381464030651,FALSE,"pit_nonuniform",0.319999999999936,,FALSE,"^GSPC"
"arma01_egarch21_std","rugarch",0,1,2,1,"eGARCH","std",TRUE,TRUE,-4.95269725658255,-4.91770574409645,0.451404967404144,0.349056911531471,0.0606464123432613,TRUE,"",0.590000000000032,148,FALSE,"^GSPC"
"arma01_egarch21_sstd","rugarch",0,1,2,1,"eGARCH","sstd",TRUE,TRUE,-5.00418056334178,-4.96530110502389,0.332474982209762,0.36201267047987,0.638050895509662,TRUE,"",0.909999999999968,1,TRUE,"^GSPC"
"arma01_egarch21_ged","rugarch",0,1,2,1,"eGARCH","ged",TRUE,TRUE,-4.93982160207617,-4.90483008959007,0.481014142342865,0.643340181798158,0.0292337031851451,TRUE,"",0.980000000000018,180,FALSE,"^GSPC"
"arma01_egarch21_sged","rugarch",0,1,2,1,"eGARCH","sged",TRUE,TRUE,-4.99825918059391,-4.95937972227602,0.33887394953507,0.454934244332814,0.450312554209804,TRUE,"",1.97000000000003,12,FALSE,"^GSPC"
