"valuation_date","ticker","quote_date","stale_days","price"
2009-10-23,"^FTSE",2009-10-23,0,5242.60009765625
2009-10-30,"^FTSE",2009-10-30,0,5044.60009765625
2009-11-06,"^FTSE",2009-11-06,0,5142.7001953125
2009-11-13,"^FTSE",2009-11-13,0,5296.39990234375
2009-11-20,"^FTSE",2009-11-20,0,5251.39990234375
2009-11-27,"^FTSE",2009-11-27,0,5245.7001953125
2009-12-04,"^FTSE",2009-12-04,0,5322.39990234375
2009-12-11,"^FTSE",2009-12-11,0,5261.60009765625
2009-12-18,"^FTSE",2009-12-18,0,5196.7998046875
2009-12-25,"^FTSE",2009-12-24,1,5402.39990234375
2010-01-01,"^FTSE",2009-12-31,1,5412.89990234375
2010-01-08,"^FTSE",2010-01-08,0,5534.2001953125
2010-01-15,"^FTSE",2010-01-15,0,5455.39990234375
2010-01-22,"^FTSE",2010-01-22,0,5303
2010-01-29,"^FTSE",2010-01-29,0,5188.5
2010-02-05,"^FTSE",2010-02-05,0,5060.89990234375
2010-02-12,"^FTSE",2010-02-12,0,5142.5
2010-02-19,"^FTSE",2010-02-19,0,5358.2001953125
2010-02-26,"^FTSE",2010-02-26,0,5354.5
2010-03-05,"^FTSE",2010-03-05,0,5599.7998046875
2010-03-12,"^FTSE",2010-03-12,0,5625.7001953125
2010-03-19,"^FTSE",2010-03-19,0,5650.10009765625
2010-03-26,"^FTSE",2010-03-26,0,5703
2010-04-02,"^FTSE",2010-04-01,1,5744.89990234375
2010-04-09,"^FTSE",2010-04-09,0,5771
2010-04-16,"^FTSE",2010-04-16,0,5744
2010-04-23,"^FTSE",2010-04-23,0,5723.7001953125
2010-04-30,"^FTSE",2010-04-30,0,5553.2998046875
2010-05-07,"^FTSE",2010-05-07,0,5123
2010-05-14,"^FTSE",2010-05-14,0,5262.89990234375
2010-05-21,"^FTSE",2010-05-21,0,5062.89990234375
2010-05-28,"^FTSE",2010-05-28,0,5188.39990234375
2010-06-04,"^FTSE",2010-06-04,0,5126
2010-06-11,"^FTSE",2010-06-11,0,5163.7001953125
2010-06-18,"^FTSE",2010-06-18,0,5250.7998046875
2010-06-25,"^FTSE",2010-06-25,0,5046.5
2010-07-02,"^FTSE",2010-07-02,0,4838.10009765625
2010-07-09,"^FTSE",2010-07-09,0,5132.89990234375
2010-07-16,"^FTSE",2010-07-16,0,5158.89990234375
2010-07-23,"^FTSE",2010-07-23,0,5312.60009765625
2010-07-30,"^FTSE",2010-07-30,0,5258
2010-08-06,"^FTSE",2010-08-06,0,5332.39990234375
2010-08-13,"^FTSE",2010-08-13,0,5275.39990234375
2010-08-20,"^FTSE",2010-08-20,0,5195.2998046875
2010-08-27,"^FTSE",2010-08-27,0,5201.60009765625
2010-09-03,"^FTSE",2010-09-03,0,5428.2001953125
2010-09-10,"^FTSE",2010-09-10,0,5501.60009765625
2010-09-17,"^FTSE",2010-09-17,0,5508.5
2010-09-24,"^FTSE",2010-09-24,0,5598.5
2010-10-01,"^FTSE",2010-10-01,0,5592.89990234375
2010-10-08,"^FTSE",2010-10-08,0,5657.60009765625
2010-10-15,"^FTSE",2010-10-15,0,5703.39990234375
2010-10-22,"^FTSE",2010-10-22,0,5741.39990234375
2010-10-29,"^FTSE",2010-10-29,0,5675.2001953125
2010-11-05,"^FTSE",2010-11-05,0,5875.39990234375
2010-11-12,"^FTSE",2010-11-12,0,5796.89990234375
2010-11-19,"^FTSE",2010-11-19,0,5732.7998046875
2010-11-26,"^FTSE",2010-11-26,0,5668.7001953125
2010-12-03,"^FTSE",2010-12-03,0,5745.2998046875
2010-12-10,"^FTSE",2010-12-10,0,5813
2010-12-17,"^FTSE",2010-12-17,0,5871.7998046875
2010-12-24,"^FTSE",2010-12-24,0,6008.89990234375
2010-12-31,"^FTSE",2010-12-31,0,5899.89990234375
2011-01-07,"^FTSE",2011-01-07,0,5984.2998046875
2011-01-14,"^FTSE",2011-01-14,0,6002.10009765625
2011-01-21,"^FTSE",2011-01-21,0,5896.2998046875
2011-01-28,"^FTSE",2011-01-28,0,5881.39990234375
2011-02-04,"^FTSE",2011-02-04,0,5997.39990234375
2011-02-11,"^FTSE",2011-02-11,0,6062.89990234375
2011-02-18,"^FTSE",2011-02-18,0,6083
2011-02-25,"^FTSE",2011-02-25,0,6001.2001953125
2011-03-04,"^FTSE",2011-03-04,0,5990.39990234375
2011-03-11,"^FTSE",2011-03-11,0,5828.7001953125
2011-03-18,"^FTSE",2011-03-18,0,5718.10009765625
2011-03-25,"^FTSE",2011-03-25,0,5900.7998046875
2011-04-01,"^FTSE",2011-04-01,0,6009.89990234375
2011-04-08,"^FTSE",2011-04-08,0,6055.7998046875
2011-04-15,"^FTSE",2011-04-15,0,5996
2011-04-22,"^FTSE",2011-04-21,1,6018.2998046875
2011-04-29,"^FTSE",2011-04-28,1,6069.89990234375
2011-05-06,"^FTSE",2011-05-06,0,5976.7998046875
2011-05-13,"^FTSE",2011-05-13,0,5925.89990234375
2011-05-20,"^FTSE",2011-05-20,0,5948.5
2011-05-27,"^FTSE",2011-05-27,0,5938.89990234375
2011-06-03,"^FTSE",2011-06-03,0,5855
2011-06-10,"^FTSE",2011-06-10,0,5765.7998046875
2011-06-17,"^FTSE",2011-06-17,0,5714.89990234375
2011-06-24,"^FTSE",2011-06-24,0,5697.7001953125
2011-07-01,"^FTSE",2011-07-01,0,5989.7998046875
2011-07-08,"^FTSE",2011-07-08,0,5990.60009765625
2011-07-15,"^FTSE",2011-07-15,0,5843.7001953125
2011-07-22,"^FTSE",2011-07-22,0,5935
2011-07-29,"^FTSE",2011-07-29,0,5815.2001953125
2011-08-05,"^FTSE",2011-08-05,0,5247
2011-08-12,"^FTSE",2011-08-12,0,5320
2011-08-19,"^FTSE",2011-08-19,0,5040.7998046875
2011-08-26,"^FTSE",2011-08-26,0,5129.89990234375
2011-09-02,"^FTSE",2011-09-02,0,5292
2011-09-09,"^FTSE",2011-09-09,0,5214.7001953125
2011-09-16,"^FTSE",2011-09-16,0,5368.39990234375
2011-09-23,"^FTSE",2011-09-23,0,5066.7998046875
2011-09-30,"^FTSE",2011-09-30,0,5128.5
2011-10-07,"^FTSE",2011-10-07,0,5303.39990234375
2011-10-14,"^FTSE",2011-10-14,0,5466.39990234375
2011-10-21,"^FTSE",2011-10-21,0,5488.7001953125
2011-10-28,"^FTSE",2011-10-28,0,5702.2001953125
2011-11-04,"^FTSE",2011-11-04,0,5527.2001953125
2011-11-11,"^FTSE",2011-11-11,0,5545.39990234375
2011-11-18,"^FTSE",2011-11-18,0,5362.89990234375
2011-11-25,"^FTSE",2011-11-25,0,5164.7001953125
2011-12-02,"^FTSE",2011-12-02,0,5552.2998046875
2011-12-09,"^FTSE",2011-12-09,0,5529.2001953125
2011-12-16,"^FTSE",2011-12-16,0,5387.2998046875
2011-12-23,"^FTSE",2011-12-23,0,5512.7001953125
2011-12-30,"^FTSE",2011-12-30,0,5572.2998046875
2012-01-06,"^FTSE",2012-01-06,0,5649.7001953125
2012-01-13,"^FTSE",2012-01-13,0,5636.60009765625
2012-01-20,"^FTSE",2012-01-20,0,5728.60009765625
2012-01-27,"^FTSE",2012-01-27,0,5733.5
2012-02-03,"^FTSE",2012-02-03,0,5901.10009765625
2012-02-10,"^FTSE",2012-02-10,0,5852.39990234375
2012-02-17,"^FTSE",2012-02-17,0,5905.10009765625
2012-02-24,"^FTSE",2012-02-24,0,5935.10009765625
2012-03-02,"^FTSE",2012-03-02,0,5911.10009765625
2012-03-09,"^FTSE",2012-03-09,0,5887.5
2012-03-16,"^FTSE",2012-03-16,0,5965.60009765625
2012-03-23,"^FTSE",2012-03-23,0,5854.89990234375
2012-03-30,"^FTSE",2012-03-30,0,5768.5
2012-04-06,"^FTSE",2012-04-05,1,5723.7001953125
2012-04-13,"^FTSE",2012-04-13,0,5651.7998046875
2012-04-20,"^FTSE",2012-04-20,0,5772.2001953125
2012-04-27,"^FTSE",2012-04-27,0,5777.10009765625
2012-05-04,"^FTSE",2012-05-04,0,5655.10009765625
2012-05-11,"^FTSE",2012-05-11,0,5575.5
2012-05-18,"^FTSE",2012-05-18,0,5267.60009765625
2012-05-25,"^FTSE",2012-05-25,0,5351.5
2012-06-01,"^FTSE",2012-06-01,0,5260.2001953125
2012-06-08,"^FTSE",2012-06-08,0,5435.10009765625
2012-06-15,"^FTSE",2012-06-15,0,5478.7998046875
2012-06-22,"^FTSE",2012-06-22,0,5513.7001953125
2012-06-29,"^FTSE",2012-06-29,0,5571.2001953125
2012-07-06,"^FTSE",2012-07-06,0,5662.60009765625
2012-07-13,"^FTSE",2012-07-13,0,5666.10009765625
2012-07-20,"^FTSE",2012-07-20,0,5651.7998046875
2012-07-27,"^FTSE",2012-07-27,0,5627.2001953125
2012-08-03,"^FTSE",2012-08-03,0,5787.2998046875
2012-08-10,"^FTSE",2012-08-10,0,5847.10009765625
2012-08-17,"^FTSE",2012-08-17,0,5852.39990234375
2012-08-24,"^FTSE",2012-08-24,0,5776.60009765625
2012-08-31,"^FTSE",2012-08-31,0,5711.5
2012-09-07,"^FTSE",2012-09-07,0,5794.7998046875
2012-09-14,"^FTSE",2012-09-14,0,5915.60009765625
2012-09-21,"^FTSE",2012-09-21,0,5852.60009765625
2012-09-28,"^FTSE",2012-09-28,0,5742.10009765625
2012-10-05,"^FTSE",2012-10-05,0,5871
2012-10-12,"^FTSE",2012-10-12,0,5793.2998046875
2012-10-19,"^FTSE",2012-10-19,0,5896.2001953125
2012-10-26,"^FTSE",2012-10-26,0,5806.7001953125
2012-11-02,"^FTSE",2012-11-02,0,5868.60009765625
2012-11-09,"^FTSE",2012-11-09,0,5769.7001953125
2012-11-16,"^FTSE",2012-11-16,0,5605.60009765625
2012-11-23,"^FTSE",2012-11-23,0,5819.10009765625
2012-11-30,"^FTSE",2012-11-30,0,5866.7998046875
2012-12-07,"^FTSE",2012-12-07,0,5914.39990234375
2012-12-14,"^FTSE",2012-12-14,0,5921.7998046875
2012-12-21,"^FTSE",2012-12-21,0,5940
2012-12-28,"^FTSE",2012-12-28,0,5925.39990234375
2013-01-04,"^FTSE",2013-01-04,0,6089.7998046875
2013-01-11,"^FTSE",2013-01-11,0,6121.60009765625
2013-01-18,"^FTSE",2013-01-18,0,6154.39990234375
2013-01-25,"^FTSE",2013-01-25,0,6284.5
2013-02-01,"^FTSE",2013-02-01,0,6347.2001953125
2013-02-08,"^FTSE",2013-02-08,0,6263.89990234375
2013-02-15,"^FTSE",2013-02-15,0,6328.2998046875
2013-02-22,"^FTSE",2013-02-22,0,6335.7001953125
2013-03-01,"^FTSE",2013-03-01,0,6378.60009765625
2013-03-08,"^FTSE",2013-03-08,0,6483.60009765625
2013-03-15,"^FTSE",2013-03-15,0,6489.7001953125
2013-03-22,"^FTSE",2013-03-22,0,6392.7998046875
2013-03-29,"^FTSE",2013-03-28,1,6411.7001953125
2013-04-05,"^FTSE",2013-04-05,0,6249.7998046875
2013-04-12,"^FTSE",2013-04-12,0,6384.39990234375
2013-04-19,"^FTSE",2013-04-19,0,6286.60009765625
2013-04-26,"^FTSE",2013-04-26,0,6426.39990234375
2013-05-03,"^FTSE",2013-05-03,0,6521.5
2013-05-10,"^FTSE",2013-05-10,0,6625
2013-05-17,"^FTSE",2013-05-17,0,6723.10009765625
2013-05-24,"^FTSE",2013-05-24,0,6654.2998046875
2013-05-31,"^FTSE",2013-05-31,0,6583.10009765625
2013-06-07,"^FTSE",2013-06-07,0,6412
2013-06-14,"^FTSE",2013-06-14,0,6308.2998046875
2013-06-21,"^FTSE",2013-06-21,0,6116.2001953125
2013-06-28,"^FTSE",2013-06-28,0,6215.5
2013-07-05,"^FTSE",2013-07-05,0,6375.5
2013-07-12,"^FTSE",2013-07-12,0,6544.89990234375
2013-07-19,"^FTSE",2013-07-19,0,6630.7001953125
2013-07-26,"^FTSE",2013-07-26,0,6554.7998046875
2013-08-02,"^FTSE",2013-08-02,0,6647.89990234375
2013-08-09,"^FTSE",2013-08-09,0,6583.39990234375
2013-08-16,"^FTSE",2013-08-16,0,6500
2013-08-23,"^FTSE",2013-08-23,0,6492.10009765625
2013-08-30,"^FTSE",2013-08-30,0,6412.89990234375
2013-09-06,"^FTSE",2013-09-06,0,6547.2998046875
2013-09-13,"^FTSE",2013-09-13,0,6583.7998046875
2013-09-20,"^FTSE",2013-09-20,0,6596.39990234375
2013-09-27,"^FTSE",2013-09-27,0,6512.7001953125
2013-10-04,"^FTSE",2013-10-04,0,6453.89990234375
2013-10-11,"^FTSE",2013-10-11,0,6487.2001953125
2013-10-18,"^FTSE",2013-10-18,0,6622.60009765625
2013-10-25,"^FTSE",2013-10-25,0,6721.2998046875
2013-11-01,"^FTSE",2013-11-01,0,6734.7001953125
2013-11-08,"^FTSE",2013-11-08,0,6708.39990234375
2013-11-15,"^FTSE",2013-11-15,0,6693.39990234375
2013-11-22,"^FTSE",2013-11-22,0,6674.2998046875
2013-11-29,"^FTSE",2013-11-29,0,6650.60009765625
2013-12-06,"^FTSE",2013-12-06,0,6552
2013-12-13,"^FTSE",2013-12-13,0,6440
2013-12-20,"^FTSE",2013-12-20,0,6606.60009765625
2013-12-27,"^FTSE",2013-12-27,0,6750.89990234375
2014-01-03,"^FTSE",2014-01-03,0,6730.7001953125
2014-01-10,"^FTSE",2014-01-10,0,6739.89990234375
2014-01-17,"^FTSE",2014-01-17,0,6829.2998046875
2014-01-24,"^FTSE",2014-01-24,0,6663.7001953125
2014-01-31,"^FTSE",2014-01-31,0,6510.39990234375
2014-02-07,"^FTSE",2014-02-07,0,6571.7001953125
2014-02-14,"^FTSE",2014-02-14,0,6663.60009765625
2014-02-21,"^FTSE",2014-02-21,0,6838.10009765625
2014-02-28,"^FTSE",2014-02-28,0,6809.7001953125
2014-03-07,"^FTSE",2014-03-07,0,6712.7001953125
2014-03-14,"^FTSE",2014-03-14,0,6527.89990234375
2014-03-21,"^FTSE",2014-03-21,0,6557.2001953125
2014-03-28,"^FTSE",2014-03-28,0,6615.60009765625
2014-04-04,"^FTSE",2014-04-04,0,6695.60009765625
2014-04-11,"^FTSE",2014-04-11,0,6561.7001953125
2014-04-18,"^FTSE",2014-04-17,1,6625.2998046875
2014-04-25,"^FTSE",2014-04-25,0,6685.7001953125
2014-05-02,"^FTSE",2014-05-02,0,6822.39990234375
2014-05-09,"^FTSE",2014-05-09,0,6814.60009765625
2014-05-16,"^FTSE",2014-05-16,0,6855.7998046875
2014-05-23,"^FTSE",2014-05-23,0,6815.7998046875
2014-05-30,"^FTSE",2014-05-30,0,6844.5
2014-06-06,"^FTSE",2014-06-06,0,6858.2001953125
2014-06-13,"^FTSE",2014-06-13,0,6777.89990234375
2014-06-20,"^FTSE",2014-06-20,0,6825.2001953125
2014-06-27,"^FTSE",2014-06-27,0,6757.7998046875
2014-07-04,"^FTSE",2014-07-04,0,6866.10009765625
2014-07-11,"^FTSE",2014-07-11,0,6690.2001953125
2014-07-18,"^FTSE",2014-07-18,0,6749.5
2014-07-25,"^FTSE",2014-07-25,0,6791.60009765625
2014-08-01,"^FTSE",2014-08-01,0,6679.2001953125
2014-08-08,"^FTSE",2014-08-08,0,6567.39990234375
2014-08-15,"^FTSE",2014-08-15,0,6689.10009765625
2014-08-22,"^FTSE",2014-08-22,0,6775.2998046875
2014-08-29,"^FTSE",2014-08-29,0,6819.7998046875
2014-09-05,"^FTSE",2014-09-05,0,6855.10009765625
2014-09-12,"^FTSE",2014-09-12,0,6807
2014-09-19,"^FTSE",2014-09-19,0,6837.89990234375
2014-09-26,"^FTSE",2014-09-26,0,6649.39990234375
2014-10-03,"^FTSE",2014-10-03,0,6527.89990234375
2014-10-10,"^FTSE",2014-10-10,0,6340
2014-10-17,"^FTSE",2014-10-17,0,6310.2998046875
2014-10-24,"^FTSE",2014-10-24,0,6388.7001953125
2014-10-31,"^FTSE",2014-10-31,0,6546.5
2014-11-07,"^FTSE",2014-11-07,0,6567.2001953125
2014-11-14,"^FTSE",2014-11-14,0,6654.39990234375
2014-11-21,"^FTSE",2014-11-21,0,6750.7998046875
2014-11-28,"^FTSE",2014-11-28,0,6722.60009765625
2014-12-05,"^FTSE",2014-12-05,0,6742.7998046875
2014-12-12,"^FTSE",2014-12-12,0,6300.60009765625
2014-12-19,"^FTSE",2014-12-19,0,6545.2998046875
2014-12-26,"^FTSE",2014-12-24,2,6609.89990234375
2015-01-02,"^FTSE",2015-01-02,0,6547.7998046875
2015-01-09,"^FTSE",2015-01-09,0,6501.10009765625
2015-01-16,"^FTSE",2015-01-16,0,6550.2998046875
2015-01-23,"^FTSE",2015-01-23,0,6832.7998046875
2015-01-30,"^FTSE",2015-01-30,0,6749.39990234375
2015-02-06,"^FTSE",2015-02-06,0,6853.39990234375
2015-02-13,"^FTSE",2015-02-13,0,6873.5
2015-02-20,"^FTSE",2015-02-20,0,6915.2001953125
2015-02-27,"^FTSE",2015-02-27,0,6946.7001953125
2015-03-06,"^FTSE",2015-03-06,0,6911.7998046875
2015-03-13,"^FTSE",2015-03-13,0,6740.60009765625
2015-03-20,"^FTSE",2015-03-20,0,7022.5
2015-03-27,"^FTSE",2015-03-27,0,6855
2015-04-03,"^FTSE",2015-04-02,1,6833.5
2015-04-10,"^FTSE",2015-04-10,0,7089.7998046875
2015-04-17,"^FTSE",2015-04-17,0,6994.60009765625
2015-04-24,"^FTSE",2015-04-24,0,7070.7001953125
2015-05-01,"^FTSE",2015-05-01,0,6986
2015-05-08,"^FTSE",2015-05-08,0,7046.7998046875
2015-05-15,"^FTSE",2015-05-15,0,6960.5
2015-05-22,"^FTSE",2015-05-22,0,7031.7001953125
2015-05-29,"^FTSE",2015-05-29,0,6984.39990234375
2015-06-05,"^FTSE",2015-06-05,0,6804.60009765625
2015-06-12,"^FTSE",2015-06-12,0,6784.89990234375
2015-06-19,"^FTSE",2015-06-19,0,6710.5
2015-06-26,"^FTSE",2015-06-26,0,6753.7001953125
2015-07-03,"^FTSE",2015-07-03,0,6585.7998046875
2015-07-10,"^FTSE",2015-07-10,0,6673.39990234375
2015-07-17,"^FTSE",2015-07-17,0,6775.10009765625
2015-07-24,"^FTSE",2015-07-24,0,6579.7998046875
2015-07-31,"^FTSE",2015-07-31,0,6696.2998046875
2015-08-07,"^FTSE",2015-08-07,0,6718.5
2015-08-14,"^FTSE",2015-08-14,0,6550.7001953125
2015-08-21,"^FTSE",2015-08-21,0,6187.7001953125
2015-08-28,"^FTSE",2015-08-28,0,6247.89990234375
2015-09-04,"^FTSE",2015-09-04,0,6042.89990234375
2015-09-11,"^FTSE",2015-09-11,0,6117.7998046875
2015-09-18,"^FTSE",2015-09-18,0,6104.10009765625
2015-09-25,"^FTSE",2015-09-25,0,6109
2015-10-02,"^FTSE",2015-10-02,0,6130
2015-10-09,"^FTSE",2015-10-09,0,6416.2001953125
2015-10-16,"^FTSE",2015-10-16,0,6378
2015-10-23,"^FTSE",2015-10-23,0,6444.10009765625
2015-10-30,"^FTSE",2015-10-30,0,6361.10009765625
2015-11-06,"^FTSE",2015-11-06,0,6353.7998046875
2015-11-13,"^FTSE",2015-11-13,0,6118.2998046875
2015-11-20,"^FTSE",2015-11-20,0,6334.60009765625
2015-11-27,"^FTSE",2015-11-27,0,6375.2001953125
2015-12-04,"^FTSE",2015-12-04,0,6238.2998046875
2015-12-11,"^FTSE",2015-12-11,0,5952.7998046875
2015-12-18,"^FTSE",2015-12-18,0,6052.39990234375
2015-12-25,"^FTSE",2015-12-24,1,6254.60009765625
2016-01-01,"^FTSE",2015-12-31,1,6242.2998046875
2016-01-08,"^FTSE",2016-01-08,0,5912.39990234375
2016-01-15,"^FTSE",2016-01-15,0,5804.10009765625
2016-01-22,"^FTSE",2016-01-22,0,5900
2016-01-29,"^FTSE",2016-01-29,0,6083.7998046875
2016-02-05,"^FTSE",2016-02-05,0,5848.10009765625
2016-02-12,"^FTSE",2016-02-12,0,5707.60009765625
2016-02-19,"^FTSE",2016-02-19,0,5950.2001953125
2016-02-26,"^FTSE",2016-02-26,0,6096
2016-03-04,"^FTSE",2016-03-04,0,6199.39990234375
2016-03-11,"^FTSE",2016-03-11,0,6139.7998046875
2016-03-18,"^FTSE",2016-03-18,0,6189.60009765625
2016-03-25,"^FTSE",2016-03-24,1,6106.5
2016-04-01,"^FTSE",2016-04-01,0,6146.10009765625
2016-04-08,"^FTSE",2016-04-08,0,6204.39990234375
2016-04-15,"^FTSE",2016-04-15,0,6343.7998046875
2016-04-22,"^FTSE",2016-04-22,0,6310.39990234375
2016-04-29,"^FTSE",2016-04-29,0,6241.89990234375
2016-05-06,"^FTSE",2016-05-06,0,6125.7001953125
2016-05-13,"^FTSE",2016-05-13,0,6138.5
2016-05-20,"^FTSE",2016-05-20,0,6156.2998046875
2016-05-27,"^FTSE",2016-05-27,0,6270.7998046875
2016-06-03,"^FTSE",2016-06-03,0,6209.60009765625
2016-06-10,"^FTSE",2016-06-10,0,6115.7998046875
2016-06-17,"^FTSE",2016-06-17,0,6021.10009765625
2016-06-24,"^FTSE",2016-06-24,0,6138.7001953125
2016-07-01,"^FTSE",2016-07-01,0,6577.7998046875
2016-07-08,"^FTSE",2016-07-08,0,6590.60009765625
2016-07-15,"^FTSE",2016-07-15,0,6669.2001953125
2016-07-22,"^FTSE",2016-07-22,0,6730.5
2016-07-29,"^FTSE",2016-07-29,0,6724.39990234375
2016-08-05,"^FTSE",2016-08-05,0,6793.5
2016-08-12,"^FTSE",2016-08-12,0,6916
2016-08-19,"^FTSE",2016-08-19,0,6859
2016-08-26,"^FTSE",2016-08-26,0,6838.10009765625
2016-09-02,"^FTSE",2016-09-02,0,6894.60009765625
2016-09-09,"^FTSE",2016-09-09,0,6777
2016-09-16,"^FTSE",2016-09-16,0,6710.2998046875
2016-09-23,"^FTSE",2016-09-23,0,6909.39990234375
2016-09-30,"^FTSE",2016-09-30,0,6899.2998046875
2016-10-07,"^FTSE",2016-10-07,0,7044.39990234375
2016-10-14,"^FTSE",2016-10-14,0,7013.60009765625
2016-10-21,"^FTSE",2016-10-21,0,7020.5
2016-10-28,"^FTSE",2016-10-28,0,6996.2998046875
2016-11-04,"^FTSE",2016-11-04,0,6693.2998046875
2016-11-11,"^FTSE",2016-11-11,0,6730.39990234375
2016-11-18,"^FTSE",2016-11-18,0,6775.7998046875
2016-11-25,"^FTSE",2016-11-25,0,6840.7998046875
2016-12-02,"^FTSE",2016-12-02,0,6730.7001953125
2016-12-09,"^FTSE",2016-12-09,0,6954.2001953125
2016-12-16,"^FTSE",2016-12-16,0,7011.60009765625
2016-12-23,"^FTSE",2016-12-23,0,7068.2001953125
2016-12-30,"^FTSE",2016-12-30,0,7142.7998046875
2017-01-06,"^FTSE",2017-01-06,0,7210.10009765625
2017-01-13,"^FTSE",2017-01-13,0,7337.7998046875
2017-01-20,"^FTSE",2017-01-20,0,7198.39990234375
2017-01-27,"^FTSE",2017-01-27,0,7184.5
2017-02-03,"^FTSE",2017-02-03,0,7188.2998046875
2017-02-10,"^FTSE",2017-02-10,0,7258.7998046875
2017-02-17,"^FTSE",2017-02-17,0,7300
2017-02-24,"^FTSE",2017-02-24,0,7243.7001953125
2017-03-03,"^FTSE",2017-03-03,0,7374.2998046875
2017-03-10,"^FTSE",2017-03-10,0,7343.10009765625
2017-03-17,"^FTSE",2017-03-17,0,7425
2017-03-24,"^FTSE",2017-03-24,0,7336.7998046875
2017-03-31,"^FTSE",2017-03-31,0,7322.89990234375
2017-04-07,"^FTSE",2017-04-07,0,7349.39990234375
2017-04-14,"^FTSE",2017-04-13,1,7327.60009765625
2017-04-21,"^FTSE",2017-04-21,0,7114.60009765625
2017-04-28,"^FTSE",2017-04-28,0,7203.89990234375
2017-05-05,"^FTSE",2017-05-05,0,7297.39990234375
2017-05-12,"^FTSE",2017-05-12,0,7435.39990234375
2017-05-19,"^FTSE",2017-05-19,0,7470.7001953125
2017-05-26,"^FTSE",2017-05-26,0,7547.60009765625
2017-06-02,"^FTSE",2017-06-02,0,7547.60009765625
2017-06-09,"^FTSE",2017-06-09,0,7527.2998046875
2017-06-16,"^FTSE",2017-06-16,0,7463.5
2017-06-23,"^FTSE",2017-06-23,0,7424.10009765625
2017-06-30,"^FTSE",2017-06-30,0,7312.7001953125
2017-07-07,"^FTSE",2017-07-07,0,7350.89990234375
2017-07-14,"^FTSE",2017-07-14,0,7378.39990234375
2017-07-21,"^FTSE",2017-07-21,0,7452.89990234375
2017-07-28,"^FTSE",2017-07-28,0,7368.39990234375
2017-08-04,"^FTSE",2017-08-04,0,7511.7001953125
2017-08-11,"^FTSE",2017-08-11,0,7310
2017-08-18,"^FTSE",2017-08-18,0,7324
2017-08-25,"^FTSE",2017-08-25,0,7401.5
2017-09-01,"^FTSE",2017-09-01,0,7438.5
2017-09-08,"^FTSE",2017-09-08,0,7377.60009765625
2017-09-15,"^FTSE",2017-09-15,0,7215.5
2017-09-22,"^FTSE",2017-09-22,0,7310.60009765625
2017-09-29,"^FTSE",2017-09-29,0,7372.7998046875
2017-10-06,"^FTSE",2017-10-06,0,7522.89990234375
2017-10-13,"^FTSE",2017-10-13,0,7535.39990234375
2017-10-20,"^FTSE",2017-10-20,0,7523.2001953125
2017-10-27,"^FTSE",2017-10-27,0,7505
2017-11-03,"^FTSE",2017-11-03,0,7560.39990234375
2017-11-10,"^FTSE",2017-11-10,0,7433
2017-11-17,"^FTSE",2017-11-17,0,7380.7001953125
2017-11-24,"^FTSE",2017-11-24,0,7409.60009765625
2017-12-01,"^FTSE",2017-12-01,0,7300.5
2017-12-08,"^FTSE",2017-12-08,0,7394
2017-12-15,"^FTSE",2017-12-15,0,7490.60009765625
2017-12-22,"^FTSE",2017-12-22,0,7592.7001953125
2017-12-29,"^FTSE",2017-12-29,0,7687.7998046875
2018-01-05,"^FTSE",2018-01-05,0,7724.2001953125
2018-01-12,"^FTSE",2018-01-12,0,7778.60009765625
2018-01-19,"^FTSE",2018-01-19,0,7730.7998046875
2018-01-26,"^FTSE",2018-01-26,0,7665.5
2018-02-02,"^FTSE",2018-02-02,0,7443.39990234375
2018-02-09,"^FTSE",2018-02-09,0,7092.39990234375
2018-02-16,"^FTSE",2018-02-16,0,7294.7001953125
2018-02-23,"^FTSE",2018-02-23,0,7244.39990234375
2018-03-02,"^FTSE",2018-03-02,0,7069.89990234375
2018-03-09,"^FTSE",2018-03-09,0,7224.5
2018-03-16,"^FTSE",2018-03-16,0,7164.10009765625
2018-03-23,"^FTSE",2018-03-23,0,6921.89990234375
2018-03-30,"^FTSE",2018-03-29,1,7056.60009765625
2018-04-06,"^FTSE",2018-04-06,0,7183.60009765625
2018-04-13,"^FTSE",2018-04-13,0,7264.60009765625
2018-04-20,"^FTSE",2018-04-20,0,7368.2001953125
2018-04-27,"^FTSE",2018-04-27,0,7502.2001953125
2018-05-04,"^FTSE",2018-05-04,0,7567.10009765625
2018-05-11,"^FTSE",2018-05-11,0,7724.60009765625
2018-05-18,"^FTSE",2018-05-18,0,7778.7998046875
2018-05-25,"^FTSE",2018-05-25,0,7730.2998046875
2018-06-01,"^FTSE",2018-06-01,0,7701.7998046875
2018-06-08,"^FTSE",2018-06-08,0,7681.10009765625
2018-06-15,"^FTSE",2018-06-15,0,7633.89990234375
2018-06-22,"^FTSE",2018-06-22,0,7682.2998046875
2018-06-29,"^FTSE",2018-06-29,0,7636.89990234375
2018-07-06,"^FTSE",2018-07-06,0,7617.7001953125
2018-07-13,"^FTSE",2018-07-13,0,7661.89990234375
2018-07-20,"^FTSE",2018-07-20,0,7678.7998046875
2018-07-27,"^FTSE",2018-07-27,0,7701.2998046875
2018-08-03,"^FTSE",2018-08-03,0,7659.10009765625
2018-08-10,"^FTSE",2018-08-10,0,7667
2018-08-17,"^FTSE",2018-08-17,0,7558.60009765625
